상호명	위도	경도	업종소분류	행정동	주소
박쌤수학교습소	37.1758001283301	127.101985962375	입시·교과학원	동탄7동	경기도 화성시 동탄산척로1길 35
큰나래협동조합	37.205529470063	127.072647169562	그 외 기타 교육기관	동탄1동	경기도 화성시 동탄중심상가2길 8
제이씨에이영수목동학원	37.1829614445903	127.123133455617	입시·교과학원	동탄9동	경기도 화성시 동탄순환대로 400
천리원수원지사	37.1662327350362	127.127970213085	그 외 기타 교육기관	동탄7동	경기도 화성시 동탄순환대로10길 88
안녕기타드럼학원	37.2125927512495	127.058042039646	음악학원	동탄3동	경기도 화성시 동탄원천로 315-33
국민안전원	37.2149343881152	127.100157149085	그 외 기타 교육기관	동탄5동	경기도 화성시 동탄대로 677-12
위즈덤수학교습소	37.2115149400512	127.050515684544	입시·교과학원	동탄3동	경기도 화성시 병점2로 140
제이씨에이영수호수학원	37.1758001283301	127.101985962375	입시·교과학원	동탄7동	경기도 화성시 동탄산척로1길 35
상상수학학원	37.1927522363665	127.073164286102	입시·교과학원	동탄2동	경기도 화성시 동탄중앙로 68
더로직고등영어	37.1665506232257	127.107276559848	입시·교과학원	동탄7동	경기도 화성시 동탄순환대로 127-9
클레버에듀	37.1711532627029	127.118576608735	외국어학원	동탄7동	경기도 화성시 동탄순환대로 263
바른밥상문화원	37.1894887189898	127.0758753972	기타 교육지원 서비스업	동탄2동	경기도 화성시 탄요1길 45
필라테스오르소	37.1821506727556	127.122963218604	요가/필라테스 학원	동탄9동	경기도 화성시 동탄신리천로 406
동탄호수해법학원	37.1673976356699	127.107255238632	외국어학원	동탄7동	경기도 화성시 동탄순환대로 127-19
라라음악학원	37.2087710573399	127.089063896445	음악학원	동탄5동	경기도 화성시 동탄순환대로 881-10
프라미스에듀	37.194210985029	127.074697487521	입시·교과학원	동탄2동	경기도 화성시 동탄솔빛로 64
바른국어논술교습소	37.1831133769536	127.124327425213	입시·교과학원	동탄9동	경기도 화성시 동탄순환대로18길 16
비와이즈컴퍼니	37.224910656733	127.073274214226	외국어학원	동탄1동	경기도 화성시 삼성1로5길 5
프랑스미술	37.1720679418999	127.104075287646	미술학원	동탄7동	경기도 화성시 동탄대로 181
아인교육HSP학원	37.1936353440033	127.073041244066	입시·교과학원	동탄2동	경기도 화성시 동탄솔빛로 51
지미원	37.2022224289921	127.097932531927	기타 기술/직업 훈련학원	동탄6동	경기도 화성시 동탄대로 537
슈퍼키즈	37.1878602010776	127.085593086473	요가/필라테스 학원	동탄6동	경기도 화성시 동탄기흥로353번길 100
이제이골프	37.1902972701523	127.112828820007	그 외 기타 교육기관	동탄4동	경기도 화성시 중리길 183
쏠레이필라테스	37.2040890288006	127.070595621198	요가/필라테스 학원	동탄1동	경기도 화성시 동탄반석로 171
동탄호수도예공방정	37.1660820641811	127.107287156603	기타 예술/스포츠 교육기관	동탄7동	경기도 화성시 동탄순환대로 127-5
뛰다그리다	37.2046193248391	127.108175272172	기타 예술/스포츠 교육기관	동탄5동	경기도 화성시 동탄순환대로29길 54
엘리펀트리	37.2096788499338	127.10297783962	입시·교과학원	동탄5동	경기도 화성시 동탄영천로 81-5
다오름국어논술학원	37.187769219118	127.086798042657	입시·교과학원	동탄6동	경기도 화성시 동탄기흥로353번길 99-7
스테이필라테스	37.1670011611248	127.1072659375	요가/필라테스 학원	동탄7동	경기도 화성시 동탄순환대로 127-17
국가대표T-1시범공연단	37.1813972309612	127.075912348289	태권도/무술학원	동탄6동	경기도 화성시 금곡로 231-46
금Chefbakingstudio	37.1958608801848	127.09808200236	그 외 기타 교육기관	동탄6동	경기도 화성시 동탄역로 102
동탄2덕스어학원	37.2042958529823	127.096707360023	외국어학원	동탄6동	경기도 화성시 동탄역로 196
시매쓰동탄직영학원	37.2067878574416	127.111411438328	입시·교과학원	동탄5동	경기도 화성시 동탄순환대로 692
사비오펜싱클럽	37.2019410727403	127.089089663876	요가/필라테스 학원	동탄6동	경기도 화성시 동탄광역환승로 63
영렘브란트동탄반송클래스미술교습소	37.2070339676268	127.073065420224	미술학원	동탄1동	경기도 화성시 동탄반석로 208
월드이펙터	37.2072410978421	127.073245861935	입시·교과학원	동탄1동	경기도 화성시 동탄반석로 212
하늘	37.2078810778716	127.097872252436	입시·교과학원	동탄5동	경기도 화성시 동탄대로21길 10
수학몬스터동탄2학원	37.2072410978421	127.073245861935	입시·교과학원	동탄1동	경기도 화성시 동탄반석로 212
블랙핏	37.2067886454053	127.060718678567	요가/필라테스 학원	동탄1동	경기도 화성시 동탄공원로3길 6
제이엠씨줄넘기	37.2019234751756	127.05972351962	요가/필라테스 학원	동탄1동	경기도 화성시 동탄공원로 26
포앙뜨필라테스스튜디오	37.1820235163827	127.123931490787	요가/필라테스 학원	동탄9동	경기도 화성시 동탄신리천로 414
재능교육동탄청계직영학원	37.2020203095073	127.102528124852	입시·교과학원	동탄4동	경기도 화성시 동탄대로시범길 257
사담요가	37.2009706920236	127.097052307759	요가/필라테스 학원	동탄6동	경기도 화성시 동탄역로 156
기파랑문해원화성영천학원	37.2063190147756	127.111726168727	입시·교과학원	동탄5동	경기도 화성시 동탄순환대로 686
르엔발레아카데미학원	37.2007211334138	127.114196031541	기타 예술/스포츠 교육기관	동탄4동	경기도 화성시 동탄대로시범길 148-58
디오룸	37.2139345951421	127.099716448814	교육컨설팅업	동탄5동	경기도 화성시 동탄대로 677-5
다솔SAM신경재활연구소	37.2076184728638	127.109644026253	교육컨설팅업	동탄5동	경기도 화성시 동탄순환대로 707
꾸나쿡	37.2035843378493	127.125228367556	기타 기술/직업 훈련학원	동탄5동	경기도 화성시 동탄치동천로2길 7
호기심연구소협동조합	37.2131460172342	127.105111825851	그 외 기타 교육기관	동탄5동	경기도 화성시 동탄영천로 108-21
한국넥스트리서치	37.1918783267149	127.072983237402	그 외 기타 교육기관	동탄2동	경기도 화성시 동탄중앙로 51
바론필라테스	37.2066556791621	127.072817224663	요가/필라테스 학원	동탄1동	경기도 화성시 동탄반석로 204
한국차문화아카데미	37.1886354570236	127.07147095999	그 외 기타 교육기관	동탄2동	경기도 화성시 금반2길 34-17
세움어학원	37.1794422111601	127.119332788824	입시·교과학원	동탄7동	경기도 화성시 동탄신리천로1길 73
플레이위드펜	37.2028863232401	127.090217222634	기타 교육지원 서비스업	동탄6동	경기도 화성시 동탄광역환승로 73
아소비예당	37.2094479044932	127.074475929377	입시·교과학원	동탄1동	경기도 화성시 동탄반석로 231
비케이영어전문학원	37.2060882385501	127.072456200919	입시·교과학원	동탄1동	경기도 화성시 동탄반석로 196
대치영재영어학원	37.201696223417	127.102189757506	입시·교과학원	동탄4동	경기도 화성시 동탄대로시범길 261
앤필라테스	37.2010610390216	127.071358767307	요가/필라테스 학원	동탄1동	경기도 화성시 동탄반석로 134
크리아트신안1차원	37.1938153222257	127.118026356598	레크리에이션 교육기관	동탄4동	경기도 화성시 동탄순환대로21길 15
키움어학원	37.1618173422017	127.110253341016	입시·교과학원	동탄8동	경기도 화성시 동탄대로4길 39
보라잉글리시영어교습소	37.2028863232401	127.090217222634	입시·교과학원	동탄6동	경기도 화성시 동탄광역환승로 73
오늘하루미술교습소	37.2088498839862	127.112867701438	미술학원	동탄5동	경기도 화성시 지산1길 26-15
업소명없음	37.1933903416549	127.1000611062	기타 예술/스포츠 교육기관	동탄4동	경기도 화성시 동탄대로 446
림필라테스	37.1630373083545	127.115985719686	요가/필라테스 학원	동탄8동	경기도 화성시 동탄대로4길 95
제이수학교습소	37.1830137402247	127.124822768895	입시·교과학원	동탄9동	경기도 화성시 동탄순환대로20길 118
마음나무협동조합	37.1855220466493	127.091514206416	그 외 기타 교육기관	동탄6동	경기도 화성시 동탄기흥로277번길 12
세영로보틱스	37.2003333883345	127.114499578025	입시·교과학원	동탄4동	경기도 화성시 동탄대로시범길 148-20
리틀팍스화성동탄산척어학원	37.1711532627029	127.118576608735	외국어학원	동탄7동	경기도 화성시 동탄순환대로 263
프럼우드	37.2139345951421	127.099716448814	기타 기술/직업 훈련학원	동탄5동	경기도 화성시 동탄대로 677-5
용인대청아태권도	37.1618173422017	127.110253341016	태권도/무술학원	동탄8동	경기도 화성시 동탄대로4길 39
알찬수학교습소	37.1680201621771	127.124843142283	입시·교과학원	동탄7동	경기도 화성시 동탄순환대로12길 67
제이씨에이에듀테크	37.1829614445903	127.123133455617	입시·교과학원	동탄9동	경기도 화성시 동탄순환대로 400
강의하는아이들동탄호수2관캠퍼스학원	37.1673976356699	127.107255238632	입시·교과학원	동탄7동	경기도 화성시 동탄순환대로 127-19
좋은샘의똑똑한수학교습소	37.2017613707588	127.099756754452	입시·교과학원	동탄4동	경기도 화성시 동탄대로시범길 276
프라임영어학원	37.2015010629361	127.10885794255	입시·교과학원	동탄4동	경기도 화성시 동탄대로시범길 189
제이제이다이어트댄스&파워핏	37.1885457506951	127.07080639687	레크리에이션 교육기관	동탄2동	경기도 화성시 금반1길 10
유니코어컨설팅	37.1996819805993	127.072100893364	직원 훈련기관	동탄1동	경기도 화성시 동탄문화센터로 61
새힘국가대표체형교정센터	37.1707315292232	127.107271210076	요가/필라테스 학원	동탄7동	경기도 화성시 동탄대로 182
대입몬스터학원	37.2072410978421	127.073245861935	입시·교과학원	동탄1동	경기도 화성시 동탄반석로 212
핸즈인핸즈	37.2111696555931	127.098180673906	교육컨설팅업	동탄5동	경기도 화성시 동탄대로 643
파크자이뮤엠영어교습소	37.2102288635805	127.112475460459	입시·교과학원	동탄5동	경기도 화성시 동탄대로24길 117
하놀	37.2041892498546	127.124080370846	기타 기술/직업 훈련학원	동탄5동	경기도 화성시 동탄치동천로3길 3-5
스위스럼베이크	37.2072330265165	127.09701526617	기타 기술/직업 훈련학원	동탄5동	경기도 화성시 동탄대로21가길 4-14
대한건설안전기술원	37.2110233750325	127.089472108373	그 외 기타 교육기관	동탄5동	경기도 화성시 동탄첨단산업1로 27
아이제이해법영어교실영어교습소	37.1997242445677	127.119995492543	입시·교과학원	동탄4동	경기도 화성시 동탄순환대로22길 46
랩인동탄	37.1821506727556	127.122963218604	입시·교과학원	동탄9동	경기도 화성시 동탄신리천로 406
한국안전평생교육원수원지사	37.2140917525273	127.094872214221	교육컨설팅업	동탄5동	경기도 화성시 동탄기흥로 602
똑소리문화센타	37.2162301553031	127.078583588289	그 외 기타 교육기관	동탄1동	경기도 화성시 삼성1로 140
삼성영어동탄여울점영어교습소	37.1953702598713	127.091897782715	외국어학원	동탄6동	경기도 화성시 동탄기흥로 393-15
피지오본	37.2019410727403	127.089089663876	요가/필라테스 학원	동탄6동	경기도 화성시 동탄광역환승로 63
스튜디오포미	37.187769219118	127.086798042657	요가/필라테스 학원	동탄6동	경기도 화성시 동탄기흥로353번길 99-7
뜰아뜰리에	37.2111480511586	127.091398691269	미술학원	동탄5동	경기도 화성시 동탄첨단산업1로 20
아이풀주	37.1998347663611	127.056184969701	요가/필라테스 학원	동탄3동	경기도 화성시 10용사로 349-7
안녕;요가원	37.2017004856618	127.071854998593	요가/필라테스 학원	동탄1동	경기도 화성시 메타폴리스로 42
동탄MTA태권도장	37.1929123418754	127.07646449873	태권도/무술학원	동탄2동	경기도 화성시 동탄반석로 41
아트디	37.2057122293702	127.11494703437	미술학원	동탄5동	경기도 화성시 지산2길 29
힘찬학원	37.2075903933455	127.110770503133	입시·교과학원	동탄5동	경기도 화성시 동탄순환대로 704
컬쳐카탈리스트교육관	37.2053760421093	127.073052557068	입시·교과학원	동탄1동	경기도 화성시 동탄중심상가2길 12
필라테스포유	37.2092306412378	127.060427734122	요가/필라테스 학원	동탄3동	경기도 화성시 동탄지성로 135
애플트리랭귀지킨더가든	37.2069435208637	127.073617322046	외국어학원	동탄1동	경기도 화성시 동탄중심상가2길 26-31
미디시티실용음악학원	37.1979511880303	127.098242399023	음악학원	동탄6동	경기도 화성시 동탄대로 495
신영동수학전문학원	37.194174935845	127.074708715191	입시·교과학원	동탄2동	경기도 화성시 동탄솔빛로 64
알비플라잉앤번지	37.1645058730679	127.096014891498	요가/필라테스 학원	동탄8동	경기도 화성시 동탄순환대로 22
코어스튜디오	37.2099442569634	127.098145289671	기타 교육지원 서비스업	동탄5동	경기도 화성시 동탄대로 635
더공감수학학원	37.1831133769536	127.124327425213	입시·교과학원	동탄9동	경기도 화성시 동탄순환대로18길 16
생각하는황소동탄2관학원	37.168739409804	127.108135368505	입시·교과학원	동탄7동	경기도 화성시 동탄대로6길 13
더바른수학전문학원3관학원	37.1937878935846	127.074055072466	입시·교과학원	동탄2동	경기도 화성시 동탄솔빛로 58
리틀러닝영어교습소	37.2004654542708	127.056286814227	입시·교과학원	동탄3동	경기도 화성시 10용사로 349-13
더샵피아노음악교습소	37.2038172734788	127.056480801715	음악학원	동탄3동	경기도 화성시 동탄공원로 21-12
기파랑문해원남동탄캠퍼스학원	37.1673976356699	127.107255238632	입시·교과학원	동탄7동	경기도 화성시 동탄순환대로 127-19
나음필라테스동탄	37.1832947286127	127.123235350719	요가/필라테스 학원	동탄9동	경기도 화성시 동탄순환대로 406
카운터복싱	37.1699101113101	127.118270657692	태권도/무술학원	동탄7동	경기도 화성시 동탄순환대로 249
이지인슈메디	37.2009706920236	127.097052307759	기타 기술/직업 훈련학원	동탄6동	경기도 화성시 동탄역로 156
1동탄요양보호사교육원	37.2017006697442	127.071550862588	기타 기술/직업 훈련학원	동탄1동	경기도 화성시 메타폴리스로 38
동탄아인하연과학교습소	37.2017613707588	127.099756754452	입시·교과학원	동탄4동	경기도 화성시 동탄대로시범길 276
더랩컴퍼니	37.1686476676074	127.109914221743	요가/필라테스 학원	동탄7동	경기도 화성시 동탄대로6길 29
배우로갑니다동탄연기학원	37.1889420521523	127.071077064663	기타 예술/스포츠 교육기관	동탄2동	경기도 화성시 10용사로 554
솔솔음악학원	37.1719651861454	127.108139965069	음악학원	동탄7동	경기도 화성시 동탄대로8길 35
감성아트미술교습소	37.1963897722022	127.090175701054	미술학원	동탄6동	경기도 화성시 동탄기흥로 393-20
레인보우음악학원	37.1681958263173	127.111320982978	음악학원	동탄7동	경기도 화성시 동탄대로6길 50
동탄통합논리영어교습소	37.1665506232257	127.107276559848	입시·교과학원	동탄7동	경기도 화성시 동탄순환대로 127-9
스튜디오케빈미술학원	37.2005021423807	127.071763749689	미술학원	동탄1동	경기도 화성시 동탄중심상가1길 5
동탄리더스에듀학원	37.2050896825606	127.115790950426	입시·교과학원	동탄5동	경기도 화성시 지산2길 34-8
이엠수학교습소	37.1617893635397	127.111266554097	입시·교과학원	동탄8동	경기도 화성시 동탄대로4길 47
아유알람	37.2071128614406	127.061034361342	기타 예술/스포츠 교육기관	동탄1동	경기도 화성시 동탄공원로3길 10-3
리포플	37.2003568547466	127.073588396869	그 외 기타 교육기관	동탄1동	경기도 화성시 동탄중심상가1길 18
앰앤에스이	37.2011914330104	127.091409213376	그 외 기타 교육기관	동탄6동	경기도 화성시 동탄기흥로 447-20
더랩친구들	37.1686476676074	127.109914221743	요가/필라테스 학원	동탄7동	경기도 화성시 동탄대로6길 29
디야나요가	37.1992923804656	127.088557145717	요가/필라테스 학원	동탄6동	경기도 화성시 동탄감배산로 143
우리중국어학원	37.2022042535348	127.073195937084	외국어학원	동탄1동	경기도 화성시 메타폴리스로 53
리라스키	37.1961452448384	127.079317418796	요가/필라테스 학원	동탄2동	경기도 화성시 노작로2길 20-1
솔음악교습소	37.1641265765617	127.097061472924	음악학원	동탄8동	경기도 화성시 동탄순환대로4길 11
라라키즈가든자연과학학원	37.2028828463342	127.12396558754	입시·교과학원	동탄5동	경기도 화성시 동탄치동천로3길 3-23
용인대화남태권도장	37.1645058730679	127.096014891498	태권도/무술학원	동탄8동	경기도 화성시 동탄순환대로 22
인재중심학원	37.1687376477149	127.110049464923	입시·교과학원	동탄7동	경기도 화성시 동탄대로6길 29
수학의혁명수학교습소	37.1866170318453	127.125695877311	입시·교과학원	동탄9동	경기도 화성시 동탄순환대로20길 70
삼성영어셀레나한율학원	37.1826991053668	127.124124039646	외국어학원	동탄9동	경기도 화성시 동탄신리천로 411
애니코드만화학원	37.2051508350497	127.072962221478	미술학원	동탄1동	경기도 화성시 동탄지성로 14
동탄센텀수학학원	37.199919977816	127.11338381417	입시·교과학원	동탄4동	경기도 화성시 동탄대로시범길 142
엘리트영어학원	37.1645058730679	127.096014891498	입시·교과학원	동탄8동	경기도 화성시 동탄순환대로 22
생각하는황소학원	37.1931485670183	127.073378666132	입시·교과학원	동탄2동	경기도 화성시 동탄솔빛로 48
동탄더하이스트학원	37.1617888124473	127.111851988761	입시·교과학원	동탄8동	경기도 화성시 동탄대로4길 53
스마트해법수학모아미래도점수학교습소	37.2004654542708	127.056286814227	입시·교과학원	동탄3동	경기도 화성시 10용사로 349-13
시온음악학원	37.193878454152	127.073323056771	음악학원	동탄2동	경기도 화성시 동탄솔빛로 53
브레인블러썸	37.1887979511927	127.070964305745	교육컨설팅업	동탄2동	경기도 화성시 금반1길 6
이너피스스튜디오	37.1981503571704	127.097105016007	요가/필라테스 학원	동탄6동	경기도 화성시 동탄오산로 82
단비수학	37.180372727629	127.125696791379	입시·교과학원	동탄9동	경기도 화성시 왕배산2길 7-3
필라테스진정성	37.1705101639822	127.112776874987	요가/필라테스 학원	동탄7동	경기도 화성시 동탄대로8길 58
앨투비브레인영어학원	37.2065273868067	127.110521119089	입시·교과학원	동탄5동	경기도 화성시 동탄순환대로 693
이지잉글리시학원	37.201696223417	127.102189757506	입시·교과학원	동탄4동	경기도 화성시 동탄대로시범길 261
국풀국어논술동탄역캠퍼스학원	37.1971946965596	127.09776834622	입시·교과학원	동탄6동	경기도 화성시 동탄대로19길 10
소잉하자;오늘도	37.2021842530127	127.060760047634	기타 예술/스포츠 교육기관	동탄1동	경기도 화성시 동탄공원로1길 12-16
드림아트스튜디오미술학원	37.1994204530422	127.055824215753	미술학원	동탄3동	경기도 화성시 10용사로 343-2
알맹이수학학원	37.2072184802438	127.065720737798	입시·교과학원	동탄1동	경기도 화성시 동탄지성로 84
국어당국어학원	37.1677580475961	127.10726700722	입시·교과학원	동탄7동	경기도 화성시 동탄순환대로 127-23
김도현영어전문학원	37.2073669793915	127.073674059106	입시·교과학원	동탄1동	경기도 화성시 동탄원천로 163
에스엔피수학학원	37.1821506727556	127.122963218604	입시·교과학원	동탄9동	경기도 화성시 동탄신리천로 406
티엔디블루밍영어학원	37.2098975672745	127.060135362361	입시·교과학원	동탄3동	경기도 화성시 동탄지성로 142
더스토리오브아트테라스미술교습소	37.1617893635397	127.111266554097	미술학원	동탄8동	경기도 화성시 동탄대로4길 47
더푸른학원	37.2096088051534	127.060968778663	입시·교과학원	동탄3동	경기도 화성시 동탄지성로 134
스마트해법수학해법영어학원	37.1831133769536	127.124327425213	입시·교과학원	동탄9동	경기도 화성시 동탄순환대로18길 16
이룸입시학원	37.2060882385501	127.072456200919	입시·교과학원	동탄1동	경기도 화성시 동탄반석로 196
벨라는피비	37.1721408549589	127.122091243603	입시·교과학원	동탄7동	경기도 화성시 동탄순환대로16길 58-14
보스턴에듀	37.2099902005355	127.097063858006	기타 교육지원 서비스업	동탄5동	경기도 화성시 동탄순환대로 830
논술그루인재관국어독서학원	37.2005593994979	127.113722694451	입시·교과학원	동탄4동	경기도 화성시 동탄대로시범길 148-54
올드스쿨킥복싱	37.1751039975132	127.114393932607	태권도/무술학원	동탄7동	경기도 화성시 동탄대로10나길 21
케이타이거즈태권도	37.2073542392927	127.11276408771	태권도/무술학원	동탄5동	경기도 화성시 지산1길 8-5
대치코어학원	37.1928874984212	127.072995471712	입시·교과학원	동탄2동	경기도 화성시 동탄솔빛로 44
잇다독서논술학원	37.1944180776301	127.074934219176	입시·교과학원	동탄2동	경기도 화성시 동탄솔빛로 68
매직에듀HI영어학원	37.1885457506951	127.07080639687	입시·교과학원	동탄2동	경기도 화성시 금반1길 10
오르다수학교습소	37.170572732987	127.113306172804	입시·교과학원	동탄7동	경기도 화성시 동탄대로8길 60
다원삼성영어교습소	37.2102288635805	127.112475460459	외국어학원	동탄5동	경기도 화성시 동탄대로24길 117
강의하는아이들제1동탄캠퍼스학원	37.2004663181368	127.071403263949	입시·교과학원	동탄1동	경기도 화성시 동탄반석로 130
동탄라엘음악학원	37.1618173422017	127.110253341016	음악학원	동탄8동	경기도 화성시 동탄대로4길 39
스토리아트미술학원	37.1934979675937	127.076555193962	미술학원	동탄2동	경기도 화성시 동탄반석로 39
컴온인필라테스	37.1991966293109	127.052681413932	요가/필라테스 학원	동탄3동	경기도 화성시 남여울2길 4
전과목금성푸르넷학원	37.1934979675937	127.076555193962	입시·교과학원	동탄2동	경기도 화성시 동탄반석로 39
필라테스&자이로현	37.2027962267801	127.090205850936	요가/필라테스 학원	동탄6동	경기도 화성시 동탄광역환승로 73
청담크레버스어학원	37.1702704094576	127.118395075153	외국어학원	동탄7동	경기도 화성시 동탄순환대로 253
크라운복싱	37.1815823887201	127.123559146865	태권도/무술학원	동탄9동	경기도 화성시 왕배산길 11
적성개발교육원	37.2067265175484	127.109552615465	교육컨설팅업	동탄5동	경기도 화성시 동탄순환대로27길 5-8
카르페디엠주짓수	37.2088606248381	127.061565241224	태권도/무술학원	동탄1동	경기도 화성시 동탄지성로 125
필라테스소유	37.2174851652997	127.058620386876	요가/필라테스 학원	동탄3동	경기도 화성시 동탄원천로 354-16
이너피스스튜디오	37.2082680485934	127.108755009251	요가/필라테스 학원	동탄5동	경기도 화성시 동탄순환대로 719
에릭칼아트센터미술학원	37.2015010629361	127.10885794255	미술학원	동탄4동	경기도 화성시 동탄대로시범길 189
뉴썸댄스학원	37.1973564757119	127.098264155683	기타 예술/스포츠 교육기관	동탄6동	경기도 화성시 동탄대로 489
포레스트필라테스&요가인체해부학학회	37.1704462726705	127.113632514088	요가/필라테스 학원	동탄7동	경기도 화성시 동탄대로8길 64
와이비엠이씨씨동탄어학원	37.2070339676268	127.073065420224	입시·교과학원	동탄1동	경기도 화성시 동탄반석로 208
시소아티큘레미술교습소	37.2101230806171	127.119290961771	미술학원	동탄5동	경기도 화성시 동탄순환대로26길 81
로얄발레아카데미학원	37.1617888124473	127.111851988761	기타 예술/스포츠 교육기관	동탄8동	경기도 화성시 동탄대로4길 53
르엔발레스튜디오	37.1981503571704	127.097105016007	기타 예술/스포츠 교육기관	동탄6동	경기도 화성시 동탄오산로 82
심플소잉동탄호수점	37.1732038873309	127.113231281075	레크리에이션 교육기관	동탄7동	경기도 화성시 동탄산척로2가길 10-4
제이스컨설팅	37.2010698659458	127.071662909266	교육컨설팅업	동탄1동	경기도 화성시 동탄중심상가1길 35
더블유필라테스	37.1944180776301	127.074934219176	요가/필라테스 학원	동탄2동	경기도 화성시 동탄솔빛로 68
에이엠수학학원	37.1711532627029	127.118576608735	입시·교과학원	동탄7동	경기도 화성시 동탄순환대로 263
비비앤필라테스	37.2005470308662	127.072034131341	요가/필라테스 학원	동탄1동	경기도 화성시 동탄중심상가1길 9
에이앤씨학원	37.1994204530422	127.055824215753	입시·교과학원	동탄3동	경기도 화성시 10용사로 343-2
뮤즈리나스튜디오	37.1686312215274	127.108202770694	레크리에이션 교육기관	동탄7동	경기도 화성시 동탄대로6길 13
루멘음악학원	37.1998169210371	127.055813243683	음악학원	동탄3동	경기도 화성시 10용사로 343-10
링키영어남동탄영어교습소	37.1617893635397	127.111266554097	외국어학원	동탄8동	경기도 화성시 동탄대로4길 47
아이와이에스	37.210772056396	127.099543302301	그 외 기타 교육기관	동탄5동	경기도 화성시 동탄대로 636-1
뮤엠영어교습소	37.1758001283301	127.101985962375	입시·교과학원	동탄7동	경기도 화성시 동탄산척로1길 35
에임하이청계영어학원	37.2000457793088	127.11374445204	입시·교과학원	동탄4동	경기도 화성시 동탄대로시범길 148-14
제퍼슨스포츠	37.1688637928492	127.119361191146	요가/필라테스 학원	동탄7동	경기도 화성시 동탄순환대로12길 8
더사칠공경매학원	37.200096518977	127.072011175118	기타 기술/직업 훈련학원	동탄1동	경기도 화성시 동탄중심상가1길 8
에이블농구교실	37.1933903416549	127.1000611062	요가/필라테스 학원	동탄4동	경기도 화성시 동탄대로 446
경희대국가대표신동태권도	37.1751043014685	127.114078643275	태권도/무술학원	동탄7동	경기도 화성시 동탄대로10길 76
토론하는아이들꼼꼼한유경샘논술교습소	37.2058833521824	127.115026148346	입시·교과학원	동탄5동	경기도 화성시 지산2길 33-3
탄탄FC	37.1617893635397	127.111266554097	요가/필라테스 학원	동탄8동	경기도 화성시 동탄대로4길 47
율스튜디오필라테스	37.1960459554315	127.079576374555	요가/필라테스 학원	동탄2동	경기도 화성시 노작로2길 18
에이펙스수학교습소	37.1936840601322	127.066835316261	입시·교과학원	동탄2동	경기도 화성시 10용사3길 15
크레센도음악학원	37.1936353440033	127.073041244066	음악학원	동탄2동	경기도 화성시 동탄솔빛로 51
하이터치잉글리쉬학원	37.199919977816	127.11338381417	입시·교과학원	동탄4동	경기도 화성시 동탄대로시범길 142
원숭이사고력논술교습소	37.187729186857	127.122003711471	입시·교과학원	동탄9동	경기도 화성시 동탄순환대로19길 21
원썸영어목동2관학원	37.1832947286127	127.123235350719	입시·교과학원	동탄9동	경기도 화성시 동탄순환대로 406
칸토피아노음악교습소	37.1926224550447	127.078829426709	음악학원	동탄2동	경기도 화성시 동탄반석로 13
달빛서당	37.1614466173993	127.101617667864	기타 교육지원 서비스업	동탄8동	경기도 화성시 동탄대로1길 32
블루웨일	37.2079961914653	127.110421873966	입시·교과학원	동탄5동	경기도 화성시 동탄순환대로 708
더MP수학전문목동관학원	37.1821506727556	127.122963218604	입시·교과학원	동탄9동	경기도 화성시 동탄신리천로 406
화성fs	37.1794418704493	127.119670618073	레크리에이션 교육기관	동탄7동	경기도 화성시 동탄신리천로1길 67
달라라아트미술학원	37.2072410978421	127.073245861935	미술학원	동탄1동	경기도 화성시 동탄반석로 212
멘토수학과학학원	37.2065273868067	127.110521119089	입시·교과학원	동탄5동	경기도 화성시 동탄순환대로 693
화이트짐산척점	37.1689272742604	127.118955951416	요가/필라테스 학원	동탄7동	경기도 화성시 동탄순환대로12길 4
엘비교육미디어엘브릿지어학원	37.2007211334138	127.114196031541	외국어학원	동탄4동	경기도 화성시 동탄대로시범길 148-58
나의빛국어전문학원	37.1948329446775	127.074326411938	입시·교과학원	동탄2동	경기도 화성시 동탄솔빛로 67
담록	37.2099442569634	127.098145289671	기타 기술/직업 훈련학원	동탄5동	경기도 화성시 동탄대로 635
생각과상상	37.1882851063988	127.069691184817	기타 기술/직업 훈련학원	동탄2동	경기도 화성시 금반1길 14-17
초중수학지도올림수학교습소	37.2101230806171	127.119290961771	입시·교과학원	동탄5동	경기도 화성시 동탄순환대로26길 81
제이엠티비	37.2009706920236	127.097052307759	교육컨설팅업	동탄6동	경기도 화성시 동탄역로 156
세계선배시민협회	37.205529470063	127.072647169562	그 외 기타 교육기관	동탄1동	경기도 화성시 동탄중심상가2길 8
와코짐	37.2057009245033	127.072230532699	레크리에이션 교육기관	동탄1동	경기도 화성시 동탄중심상가2길 2
언제나검도	37.1815823887201	127.123559146865	태권도/무술학원	동탄9동	경기도 화성시 왕배산길 11
더MP수학청계2관학원	37.199919977816	127.11338381417	입시·교과학원	동탄4동	경기도 화성시 동탄대로시범길 142
경희GYM운동발달센터	37.1941168058891	127.066407696999	요가/필라테스 학원	동탄2동	경기도 화성시 10용사3길 10
지오플라이	37.2087191932626	127.097704354673	기타 기술/직업 훈련학원	동탄5동	경기도 화성시 동탄순환대로 823
웰라이프코칭연구소	37.1751039975132	127.114393932607	기타 기술/직업 훈련학원	동탄7동	경기도 화성시 동탄대로10나길 21
잉글리시아이청림점영어학원	37.1751055303397	127.112794965236	입시·교과학원	동탄7동	경기도 화성시 동탄대로10나길 7
